FID,longitude,latitude,Vs30,EAF1,EAF2,EAF3,EAF4,EAF5,2sec_Amplification,3sec_Amplification,5sec_Amplification,10sec_Amplification,StationNam,
159,-117.769,33.664,302,2.4590672,1.860663376,1.633517906,1.40427896,1.453754183,-0.38764146,-0.336611211,-0.265573829,-0.249593511,Santiago,
160,-119.165,34.293,249,4.13073586,5.450320022,5.214313542,4.842508191,5.138430017,0.570654333,0.805907071,0.831233203,0.762762308,Saticoy,
161,-117.789,33.829,441,1.907683101,1.901120766,1.965857931,1.936239263,1.757011267,0.044370711,0.134987712,0.196563974,0.068462007,Serrano,
162,-118.463,34.154,316,2.564155389,2.640088091,1.835827234,2.231752984,0,0.150162652,0.180423453,0.156919569,0.103731632,ShermanOaks-VenturaColumbus,
163,-118.744,34.271,260,3.964481996,3.514601634,3.510756254,3.230431154,3.06011824,0.383701324,0.30264622,0.053654257,0.116812907,SimiValley,
164,-118.449,34.416,369,3.72514614,2.912168605,2.743259651,2.513282283,2.106421442,0.680854082,0.609708667,0.489861727,0.300841123,Solamint,
165,-118.199,33.79,229,3.470810272,4.040504236,3.714051023,3.660422745,3.409767856,0.505607963,0.644432724,0.956661463,0.810737431,StateStreet,
166,-117.235,34.232,393,1.458914402,1.236398091,1.267032786,1.356044059,1.384568165,-0.092482828,-0.148152322,-0.039344527,-0.088361196,StrawberryPeak,
167,-119.137,34.437,351,2.583216723,2.943337145,2.97645364,2.601429553,2.303470031,0.321545452,0.378534079,0.358415842,0.590584934,SummitElementarySchool,
168,-117.191,33.715,354,1.829174296,1.304630106,0,0,0,-0.91969198,-0.963857532,-0.903394401,-0.671239316,SunCity-I215McCallBlvd,
169,-118.444,34.327,421,3.333008405,2.570505049,2.603962925,2.174678836,2.090131102,0.596289456,0.618551373,0.570109069,0.425756842,Sylmar-CountyHospitalGrounds,
170,-118.448,34.309,399,3.947016391,3.634837857,2.916100459,2.784772106,2.697638499,0.668509424,0.705114245,0.665186703,0.487032205,Sylmar-FireStation#91,
171,-117.678,34.382,586,2.213861644,1.849938206,1.517675677,1.359198248,1.564150914,0.072024129,0.075529508,0.036219072,-0.038052708,TableMountain2,
172,-118.82,34.156,383,1.92469892,2.23564499,2.299594787,1.856122127,1.574097169,0.036724631,-0.138583109,-0.301356822,-0.28719309,ThousandOaksVentura,
173,-118.6,34.084,506,0.762667921,0.86737248,0.978858202,0.903557238,0.977368382,-0.146252573,-0.224960104,-0.313724667,-0.199181736,Topanga-FireSta,
174,-118.599,34.084,428,1.001167405,0.931910795,0.898499946,0.71748071,0,-0.148092136,-0.228192508,-0.315179199,-0.198427662,TopangaCanyon,
175,-118.286,34.019,278,2.255192558,2.512141096,2.835661218,2.826229288,2.800528788,0.727385759,0.803800404,0.819518805,0.644708157,UnivSouthernCa,
176,-118.364,34.139,365,3.24574612,2.253952935,1.880550705,1.064044738,0.962239256,0.393516451,0.424582332,0.242117658,0.086072735,UniversalCity-Hwy101Lankershim,
177,-117.853,34.444,387,2.936563444,2.036278675,1.765474853,1.479848573,1.073123267,-0.020279165,0.005101323,-0.03714278,-0.089886017,ValyermoForestFireStation,
178,-118.447,34.185,304,4.051356817,4.594053924,3.413105455,4.18748085,5.423467327,0.448682219,0.540680707,0.510033727,0.279869884,VanNuys-FireStationNo.39,
179,-118.118,34.484,405,1.277956032,1.089292345,0.912104238,0.94620474,0.99434199,-0.115280673,-0.123126648,-0.102167606,-0.114285633,VincentSubstation,
180,-117.951,34.009,343,4.253803868,4.303307648,4.072982781,3.87067895,3.639114987,0.782838941,0.885692477,0.745693803,0.422348797,Walnut,
181,-118.256,33.949,269,3.664830924,3.65000855,4.065787382,3.811207665,3.639708284,0.728167593,0.888039768,1.04714334,1.01025486,Watts,
182,-118.65,34.172,384,3.84310598,3.780982078,3.751083657,3.561500418,2.783831127,0.291829497,0.258269876,0.246399507,0.071137071,WestSideStation,
183,-117.279,33.604,338,4.444851209,3.172223351,2.576927807,2.280202454,0,-0.889579117,-0.908440351,-0.945189536,-0.736756444,Wildomar-Palomar,
184,-118.38,34.115,1043,0.599981977,0.581375473,0.708593707,0.811317721,0.854574751,0.293549299,0.287388325,0.197456628,0.103643537,WonderlandAvenueSchool,
185,-117.629,34.36,400,1.485365823,1.238920327,1.419605945,1.253620929,1.165627257,0.118936658,0.118872762,0.079662502,-0.014516653,WrightwoodPostOffice,
186,-117.058,34.004,347,1.694344566,2.170692645,1.705396113,0,0,0.672708452,0.312185913,0.16002892,0.031895824,YucaipaValley-CalimesaCnty,
